"IdOnaDatos";"IdOrganizacion";"OrgNombreComercial";"OrgRazonSocial";"OrgCodigoAcreditacion";"OrgPais";"OrgCiudad";"OrgDireccion";"OrgWeb";"orgCorreo";"orgTelefono";"OrgEstadoAcreditado";"OrgEsquemaAcreditado";"OrgNormaAcreditada";"OrgReconocimiento";"OrgFechaActualizacion"
"1";"77";"ICONTEC";"INSTITUTO COLOMBIANO DE NORMAS TECNICAS Y CERTIFICACION ICONTEC";"SAE CSA 21-001";"Colombia";"Bogotá";"Av. Calle 26 No 69-76 Torre 4 Piso 9 y 10 del Edificio Elemento";NULL;"123aolaya@icontec.org";"60+1+5806419";"ACREDITADO";"SISTEMAS DE GESTIÓN AMBIENTAL";"ISO/IEC 17021-1, ISO/IEC 17021-2 ";"INTERNACIONAL";"2021-04-26"
"1";"59";"ICONTEC INTERNATIONAL";"ICONTEC INTERNATIONAL S.A.";"SAE OI 14-002";"Ecuador";"Quito";"Av. 6 de Diciembre N 34-360 y Portugal";NULL;"123fjalvarez@icontec.org";"+593 2-292-4223";"ACREDITADO";"INSPECCION";"NTE INEN-ISO/IEC 17020:2013";"NACIONAL";"2014-05-08"
"1";"90";"ILPM CIA. LTDA.";"ILPM ENGINEERING CIA. LTDA.";"SAE OI 16-011";"Ecuador";"Quito";"Emilio Estrada N54-139 y Oruña -Sector la Kennedy";NULL;"123ilpm@ilpm-ec.com";"+593 2-281-2094";"ACREDITADO";"INSPECCION";"NTE INEN-ISO/IEC 17020:2013";"NACIONAL";"2016-11-22"
"1";"44";"INCOPRO S.A.";"SERVICIOS DE INSTRUMENTACIÓN Y CONTROL DE PROCESOS S.A. INCOPRO";"SAE OI 16-002";"Ecuador";"Quito";"Av. República del Salvador  N36-213 y Av. Naciones Unidas Edificio: Suyana, Piso: 3 Oficina: 302";NULL;"123fernando_donoso@incopro.ec";"+593 2-333-3638";"ACREDITADO";"INSPECCION";"NTE INEN-ISO/IEC 17020:2013";"NACIONAL";"2016-02-29"
"1";"9";"INDURAMA ECUADOR S.A.";"INDURAMA ECUADOR S.A.";"SAE LEN 15-007";"Ecuador";"Cuenca";"Barrio: EL ARENAL Calle: AV. DON BOSCO Numero: S/N Interseccion: AV. DE LAS AMÉRICAS Referencia ubicacion: A MEDIA CUADRA DE LA MEGATIENDA DEL SUR.";NULL;"123squezada@indurama.com";"+593 7-288-2900";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2023-08-30"
"1";"777";"INEN";"SERVICIO ECUATORIANO DE NORMALIZACION";"SAE CP 14-004";"Ecuador";"Quito";"Baquerizo Moreno E8-29 y Diego de Almagro";NULL;"123bortiz@normalizacion.gob.ec";"+593 2-382-5960";"ACREDITADO";"PRODUCTOS";"NTE INEN-ISO/IEC 17065";"NACIONAL";"2014-08-01"
"1";"284";"INGEESTUDIOS S.A";"LABORATORIO INGEESTUDIOS S.A";"SAE LEN 16-003";"Ecuador";"Guayaquil";"cdla. Torres del salado Mz. 45, Solar 15- Vía a la costa, Km 11,5";NULL;"123laboratorioingeestudios@gmail.com";"+593 99 841 6022";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2024-03-11"
"1";"100";"INSEPET CIA. LTDA.";"INSEPET INSPECTORES Y SUPERVISORES ECUATORIANOS DE PETROLEOS COMPAÑIA LIMITADA";"SAE OI 13-003";"Ecuador";"Quito";"Av. Alonso de Torres S/N y Av. Edmundo Carvajal, Edificio Foresta Green Building Of. A1";NULL;"123operaciones@insepet-ec.com";"3514410";"ACREDITADO";"INSPECCION";"NTE INEN-ISO/IEC 17020:2013";"NACIONAL";"2013-03-26"
"1";"177";"INSERMAR SC";"SAYBOLT ECUADOR SC";"SAE OI 13-001";"Ecuador";"Quito";"Av. Amazonas N34-33 y Azuay, Edificio Torres del Parque 4to piso";NULL;"123saybolt-ecuador@sayboltecuador.com";"+593 2-245-9817";"ACREDITADO";"INSPECCION";"NTE INEN-ISO/IEC 17020:2013";"NACIONAL";"2013-01-21"
"1";"118";"INSPECAGRO";"INSPECCIONES PROFESIONALES INSPECAGRO S.A.";"SAE OI 18-019";"Ecuador";"Quito";"Adiaén, sector Mastodontes, parroquia Carcelén, Quito. Calle: E6A No. N85-67, intersección Av. Jaime Roldós Aguilera. Edificio MC1, piso 1.";NULL;"123inspecagro@gmail.com";"+593 99 865 4391";"ACREDITADO";"INSPECCION";"NTE INEN-ISO/IEC 17020:2013";"NACIONAL";"2023-04-27"
"1";"419";"INSPECTORATE SERVICES PERU S.A.C.";"INSPECTORATE SERVICES PERU S.A.C.";"SAE LEN 22-006";"Peru";"CALLAO";"AV.ELMER FAUCETT 444 int PROV.CONST.DEL CALLAO CALLAO";NULL;"123Arturo.Maguina@bureauveritas.com";"+51 613 8080";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"INTERNACIONAL";"2024-03-06"
"1";"85";"INSPECTORES AGROINDUSTRIALES EC";"INSPECTORES AGROINDUSTRIALES EC";"SAE OI 22-001";"Ecuador";"Santo Domingo";"Ave.  Santa Rosa y Abrahán Calazacom";NULL;"123gt@inspagroec.com";"+593 2-503-1256";"ACREDITADO";"INSPECCION";"NTE INEN-ISO/IEC 17020:2013";"NACIONAL";"2023-06-26"
"1";"143";"INSPECTSERV";"INSPECTSERV S.A.";"SAE OI 09-001";"Ecuador";"Guayaquil";"Av. Lizardo Garcia 103 y Av. 9 de Octubre. Edificio el Brillantes, planta baja , Oficina 1.";NULL;"123operaciones@inspectserv.com";"+593 4-604-8426";"ACREDITADO";"INSPECCION";"NTE INEN-ISO/IEC 17020:2013";"NACIONAL";"2023-05-11"
"1";"346";"Instituto Nacional de Investigación en Salud Publica INSPI Dr. Leopoldo Izquieta Pérez";"Instituto Nacional de Investigación en Salud Publica INSPI Dr. Leopoldo Izquieta Pérez";"SAE-ACR-0001-2018";"Ecuador";"Guayaquil";"Julián Coronel 905 entre Esmeraldas y José Mascote";NULL;"123sgarciat@inspi.gob.ec";"+593 4-228-8097";"ACREDITADO";"CLÍNICOS";"Norma ISO 15189:2012";"NACIONAL";"2018-01-09"
"1";"45";"Instituto Nacional de Meteorología e Hidrología-Laboratorio Nacional de Calidad de Agua y Sedimentos";"Instituto Nacional de Meteorología e Hidrología INAMHI";"SAE LEN 15-005";"Ecuador";"Quito";"Calle: E3 BLASCO NUÑEZ DE VELA N36-15 INTERSECCIÓN N36A COREA";NULL;"123lancas@inamhi.gob.ec";"3971100";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2023-09-18"
"1";"293";"INTERAGUA";"INTERNATIONAL WATER SERVICES (GUAYAQUIL) INTERAGUA C. LTDA.";"SAE LEN 23-005";"Ecuador";"Guayaquil";"CDLA. PRADERA TRES AV. PRINCIPAL Y RAUL MONTERO";NULL;"123jaime.vasconez@veolia.com";"+593 4-380-2500";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2023-05-15"
"1";"43";"INTERAGUA C. LTDA.";"INTERNATIONAL WATER SERVICES (GUAYAQUIL) INTERAGUA C. LTDA.";"SAE LEN 06-009";"Ecuador";"Guayaquil";"PARQUE EMPRESARIAL COLÓN, URDESA NORTE, AV. RODRIGO CHÁVEZ GONZÁLEZ FRENTE A BOSQUESS DEL SALADO; COLÓN CORP MEZZANINE; GUAYAQUIL ECUADOR";NULL;"123nteran@interagua.com.ec";"2119418/2119439/2119238/";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2023-04-19"
"1";"252";"INTERLAB S.A.";"INTERNATIONAL LABORATORIES SERVICES INTERLAB S.A.";"SAE LCL 17-001";"Ecuador";"Guayaquil";"Ciudadela Union y Progreso";NULL;"123eespinoza@interlabsa.com";"+593 4-259-4010";"ACREDITADO";"CLÍNICOS";"Norma ISO 15189:2012";"NACIONAL";"2023-08-14"
"1";"10";"INTERTEK CALEB BRETT";"CALEB BRETT ECUADOR S.A.";"SAE LEN 08-006";"Ecuador";"Lago Agrí­o";"Vía a Quito km 2,5. Lago Agrio Sucumbíos";NULL;"123rodrigo.lascano@intertek.com";"+593 4-501-7777";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2008-09-05"
"1";"421";"Intertek Caleb Brett";"Caleb Brett Ecuador S.A.";"SAE OI 11-003";"Ecuador";"Guayaquil";"Av. Joaquín Orrantia Gonzales y  Juan Tanca Marengo, Centro Comercial Mall del Sol, Torre B, Oficina 505";NULL;"123rodrigo.lascano@intertek.com";"+593 4-501-7777";"ACREDITADO";"INSPECCION";"NTE INEN-ISO/IEC 17020:2013";"NACIONAL";"2022-10-24"
"1";"182";"INTERTEK INTERNATIONAL LIMITED";"INTERTEK INTERNATIONAL LIMITED";NULL;"Ecuador";"Guayaquil";"CC. COMERCIAL MALL DEL SOL AV. JUAN TANCA MARENGO Y AV. ORRANTIA TORRE B 5TO PISO OF 505";NULL;"123edison.erazo@intertek.com";"+593 4-501-7777";"ACREDITADO";"PRODUCTOS";"NTE INEN-ISO/IEC 17065";"NACIONAL";"2022-11-14"
"1";"786";"INTERTEK INTERNATIONAL LIMITED";"INTERTEK INTERNATIONAL LIMITED";"SAE OI 12-004";"Ecuador";"Guayaquil";"CC. Mall del Sol Av. Joaquin Orrantia y Av. Juan Tanca Marengo Torre B, Piso 5, Oficina 505";NULL;"123jorge.alvarez@intertek.com";"+593 4-501-7777";"ACREDITADO";"INSPECCION";"NTE INEN-ISO/IEC 17020:2013";"NACIONAL";"2012-08-06"
"1";"553";"IPGMSERVICIOS AMBIENTALES";"IPGMSERVICIOS AMBIENTALES CIA. LTDA.";"SAE LEN 10-015";"Ecuador";"Joya de los Sachas";"La Joya de los Sachas vía a la Mariscal & Monseñor Alejandro Labaka";NULL;"123gerencia.ipgm@gmail.com";"+593 98 715 8746";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2010-11-18"
"1";"46";"IPSOMARY S.A.";"IPSOMARY S.A.";"SAE LEN 10-012";"Ecuador";"Guayaquil";"Cdla. 29 de junio Mz E Villa 4";NULL;"123calidad@ipsomary.com";"+593 4-601-3531";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2023-05-05"
"1";"15";"ITA S.A";"INSPECCIONES TÉCNICAS DEL AUSTRO INVEREH SA";"SAE OI 20-002";"Ecuador";"Cuenca";"AV. FEDERICO GONZALEZ SUAREZ S/N Y GABRIEL GARCÍA MORENO PISO 2";NULL;"123itasa.4827@gmail.com";"+593 99 805 2163";"ACREDITADO";"INSPECCION";"NTE INEN-ISO/IEC 17020:2013";"NACIONAL";"2020-03-16"
"1";"169";"ITP TECNIPETROLEOS S.A";"INSPECCIONES TECNICAS PETROLERAS TECNIPETROLEOS S.A.";"SAE OI 16-003";"Ecuador";"Quito";"AV. REPUBLICA DEL SALVADOR N35-146 Y SUECIA";NULL;"123mcastro@itpsa.com.ec";"+593 2-226-2672";"ACREDITADO";"INSPECCION";"NTE INEN-ISO/IEC 17020:2013";"NACIONAL";"2016-03-11"
"1";"32";"JFW SERVICIOS DE INSPECCIÓN Y CERTIFICACIÓN CÍA LTDA.";"JFW SERVICIOS DE INSPECCIÓN Y CERTIFICACIÓN CÍA LTDA.";"SAE OI 21-006";"Ecuador";"Francisco de Orellana";"Cotopaxi y Santo Domingo";NULL;"123info@jfwcertificaciones.com.ec";"+593 99 559 7129";"ACREDITADO";"INSPECCION";"NTE INEN-ISO/IEC 17020:2013";"NACIONAL";"2021-10-29"
"1";"549";"JOZALAB";"JOZALABSA S. A.";"SAE-LEN-15-012";"Ecuador";"Durán";"Avenida Principal Ciudadela Genesis Mz. A Villa 1";NULL;"123gerencia@jozalab.com";"+593 98 331 8286";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2015-12-02"
"1";"382";"KIWA BCS ECUADOR CIA. LTDA.";"KIWA BCS ECUADOR CIA. LTDA.";"SAE CP 07-002";"Ecuador";"Riobamba";"Diego de Ibarra y Av. Daniel León Borja. Edif. Mall del Centro, piso 5";NULL;"123mayra.moreno@kiwa.com";"+593 3 2994 020/021/022";"ACREDITADO";"PRODUCTOS";"NTE INEN-ISO/IEC 17065";"NACIONAL";"2022-07-22"
"1";"827";"KIWA CYD KIWACYD S.A.";"KIWA CYD KIWACYD S.A.";"SAE CP 19-002";"Ecuador";"Quito";"PICHINCHA / QUITO / MARISCAL SUCRE / 12 DE OCTUBRE N24562 Y LUIS CORDERO";NULL;"123cristina.iglesias@kiwa.com";"02229955";"ACREDITADO";"PRODUCTOS";"NTE INEN-ISO/IEC 17065";"NACIONAL";"2019-11-02"
"1";"550";"La Fabril S A";"La Fabril S A";"SAE LEN 13-005";"Ecuador";"Montecristi";"KM 5.5. via Manta Montecristi";NULL;"123dintriago@lafabril.com.ec";"+593 5-292-0774";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2024-04-19"
"1";"320";"Lab Centro Illingworth";"Lab Centro Illingworth (LCI) S.A.";"SAE LCL 15-001";"Ecuador";"Guayaquil";"Av. del Ejército 609 entre Quisquis y Primero de Mayo";NULL;"123vicente@illingworth.net";"+593 4-239-0133";"ACREDITADO";"CLÍNICOS";"Norma ISO 15189:2012";"NACIONAL";"2015-09-21"
"1";"360";"LAB-METRO CIA. LTDA.";"LABORATORIO DE METROLOGÍA INDUSTRIAL LAB-METRO CÍA. LTDA.";"SAE LC 23-001";"Ecuador";"Quito";"Lizarazu N24-68 y Av. La Gasca";NULL;"123contabilidad@lab-metro.ec";"+593 2-320-0282";"ACREDITADO";"CALIBRACIÓN";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2023-05-16"
"1";"478";"LABCESTTA S.A.";"LABCESTTA S.A.";"SAE LEN 18-034";"Ecuador";"Guayaquil";"Vía a Daule km 11,5 - Parque California II - Bloque C 36";NULL;"123marcelaerazo@labcestta.net";"+593 4-210-3744";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2022-08-04"
"1";"237";"LABMOS S.A.";"LABMOS S.A.";"SAE LEN 10-001";"Ecuador";"Guayaquil";"CORDOVA 810 Y JUNIN";NULL;"123labmosa@hotmail.com";"+593 4-231-0370";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2023-05-31"
"1";"123";"LABOLAB LABORATORIO DE ANÁLISIS DE ALIMENTOS, AGUAS Y AFINES";"Labolab Cia. Ltda.";"SAE LEN 06-001";"Ecuador";"Quito";"Francisco Andrade Marín E7-29 entre Diego de Almagro y, Antonio Navarro,";NULL;"123calidad@labolab.com.ec";"+593 99 959 0412";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2023-05-11"
"1";"236";"LABORATORIO ALBEXXUS";"ALBEXXUS CÍA. LTDA.";"SAE LEN 19-007";"Ecuador";"Piñas";"Vía Piñas-Portovelo. Sector: Cazaderos";NULL;"123albexxus@yahoo.com";"+593 99 214 3528";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2019-07-29"
"1";"531";"LABORATORIO ANNCY";"LABANNCY CÍA LTDA";NULL;"Ecuador";"Quito";"Gonzalo Benites n54-45 y San Lorenzo";NULL;"123gerencia@labanncy.com";"+593 2-330-2693";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2022-08-24"
"1";"228";"LABORATORIO CENTRAL DE CONTROL DE CALIDAD -L3C- EPMAPS";"EMPRESA PUBLICA METROPOLITANA DE AGUA POTABLE Y SANEAMIENTO DE QUITO";"SAE LEN 06-005";"Ecuador";"Quito";"Parque Metropolitano, Planta de Tratamiento, Sector Bellavista";NULL;"123veronica.sanchez@aguaquito.gob.ec";"+593 2-299-4400";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2023-02-17"
"1";"516";"LABORATORIO CESECCA";"UNIVERSIDAD LAICA ELOY ALFARO DE MANABI";"SAE LEN 08-004";"Ecuador";"Manta";"VIA SAN MATEO";NULL;"123uleam.cesecca@yahoo.com";"+593 95 860 8395";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2008-06-04"
"1";"230";"Laboratorio CHAVEZSOLUTIONS";"CHAVEZSOLUTIONS AMBIENTALES CIA. LTDA.";"SAE LEN 14-002";"Ecuador";"Quito";"Ignacio Asín N52-24 y Antonio Román";NULL;"123calidad@chavezsolutions.com";"+593 2-224-0724";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2023-03-02"
"1";"276";"LABORATORIO CLINICO E HISTOPATOLOGICO SUCRE";"LABORATORIO CLINICO E HISTOPATOLOGICO SUCRE";"SAE LCL 16-001";"Ecuador";"Riobamba";"España 23-13 y primera constituyente";NULL;"123labsucrerio@hotmail.com";"+593 3-294-2112";"ACREDITADO";"CLÍNICOS";"Norma ISO 15189:2012";"NACIONAL";"2016-08-19"
"1";"286";"Laboratorio Clínico Solidario";"Laboratorio Clínico Solidario Logroño & Muñoz Cia. Ltda.";"SAE LCL 17-004";"Ecuador";"Machala";"Buenavista R28-18 y Boyacá";NULL;"123laboratorio_solidario24h@hotmail.com";"+593 99 432 0404";"ACREDITADO";"CLÍNICOS";"Norma ISO 15189:2012";"NACIONAL";"2017-12-27"
"1";"322";"LABORATORIO CONTROL";"WISELABORATORIO CIA. LTDA.";"SAE LEN 16-015";"Ecuador";"Quito";"NORUEGA 210 Y SUIZA";NULL;"123malcocer@laboratoriocontrol.com";"+593 2-226-8914";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2016-10-10"
"1";"495";"Laboratorio Cyambiente";"CALIDAD AMBIENTAL CYAMBIENTE CIA. LTDA.";"SAE LEN 10-002";"Ecuador";"Quito";"Pasaje Málaga N24-687 y Av. Coruña";NULL;"123laboratorio@calidadambiental.com.ec";"2222100";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2010-01-26"
"1";"782";"LABORATORIO DE CALIBRACIÓN CSMETROIN";"CSMETROIN S.A.S.";"SAE LC 23-003";"Ecuador";"Guayaquil";"Cdla. Guayacanes 2da etapa";NULL;"123gerencia@csmetroin.com";"0980293180";"ACREDITADO";"CALIBRACIÓN";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2023-08-18"
"1";"340";"LABORATORIO DE CALIBRACIÓN DE LA UNIDAD DE MANTENIMIENTO DE PRODUCCION EPMAPS";"EMPRESA PÚBLICA METROPOLITANA DE AGUA POTABLE Y SANEAMIENTO";"SAE LC 18-004";"Ecuador";"Quito";"Av. Mariana de Jesús Número: S/N Intersección: Alemania";NULL;"123leila.palacios@aguaquito.gob.ec";"+593 2-250-1225";"ACREDITADO";"CALIBRACIÓN";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2023-03-09"
"1";"841";"LABORATORIO DE CALIBRACIÓN TECNOINSTRUMENT";"TECNOINSTRUMENT CIA.LTDA";"SAE LC 24-002";"Ecuador";"Francisco de Orellana";"Provincia: Orellana, Barrio: CORAZON DEL ORIENTE Carretera: VIA PUNINO Referencia: A CIEN METROS DE ECORESA";NULL;"123v.utreras@tecnoinstrument.com";"+593 98 343 2046";"ACREDITADO";"CALIBRACIÓN";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2024-02-05"
"1";"50";"Laboratorio de calificación de leche cruda";"Vita Alimentos C.A.";"SAE LEN 17-007";"Ecuador";"Quito";"pedro pinto e4-197 y avenida napo";NULL;"123jespinosa@vita.com.ec";"+593 265 1880";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2023-08-18"
"1";"104";"Laboratorio de Combustibles, Biocombustibles y Aceites Lubricantes (LACBAL)";"Escuela Politecnica Nacional";"SAE LEN 21-002";"Ecuador";"Quito";"Ladron de Guevara E11-253 Andalucia";NULL;"123dina.albuja@epn.edu.ec";"+593 2-297-6300";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2023-09-22"
"1";"218";"LABORATORIO DE CONTROL DE CALIDAD -REFINERIA SHUSHUFINDI";"EMPRESA PUBLICA DE HIDROCARBUROS DEL ECUADOR EP PETROECUADOR";"SAE LEN 12-002";"Ecuador";"Shushufindi";"Vía Limoncocha Km 1  1/2";NULL;"123edwin.zamora@eppetroecuador.ec";"+593 98 408 5145";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2012-03-29"
"1";"234";"LABORATORIO DE CONTROL DE CALIDAD DEL TERMINAL MARÍTIMO DE BALAO";"EMPRESA PUBLICA DE HIDROCARBUROS DEL ECUADOR EP PETROECUADOR - Laboratorio de control de calidad del Terminal Marítimo Balao";"SAE LEN 17-010";"Ecuador";"Esmeraldas";"Vía Universitaria Luis Vargas Torres, Campo Balao, Barrio Santa Rosa Zárate, Calle Manabí";NULL;"123Oswaldo.Larrea@eppetroecuador.ec";"+593 2-394-1400";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2017-12-05"
"1";"241";"LABORATORIO DE CONTROL DE CALIDAD LAGO AGRIO - EP PETROECUADOR";"EMPRESA PUBLICA DE HIDROCARBUROS DEL ECUADOR EP PETROECUADOR - Laboratorio de control de calidad Lago Agrio";NULL;"Ecuador";"Quito";"AV. QUITO KM 1/2 VIA AL AEREOPUERTO, LAGO AGRIO";NULL;"123raul.montenegro@eppetroecuador.ec";"+593 2-250-3722";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2023-05-05"
"1";"562";"Laboratorio de Control Químico de la Central Guangopolo TERMOPICHINCHA – CELEC EP";"CELEC EP";"SAE-LEN-15-003";"Ecuador";"Quito";"Av. 6 de diciembre N26-235  y Av. Orellana";NULL;"123alex.portilla@celec.gob.ec";"2992500";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2023-05-11"
"1";"504";"Laboratorio de Control y Análisis de Alimentos (LACONAL)";"Universidad Técnica de Ambato";"SAE L 21-067.2";"Ecuador";"Ambato";"Av. Los Chasquis y Río Payamino";NULL;"123laconal@uta.edu.ec";"+593 3-240-0987";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2022-09-01"
"1";"414";"Laboratorio de Energía y Calibración del Ecuador LABENERGY Cía. Ltda";"Laboratorio de Energía y Calibración del Ecuador LABENERGY Cía. Ltda";"SAE LC 22-001";"Ecuador";"Quito";"Inglaterra E3-263 y Av. Amazonas, Edificio Centro Ejecutivo, Oficina 02";NULL;"123gerencia.labenergy@gmail.com";"+593 99 853 6159";"ACREDITADO";"CALIBRACIÓN";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2024-02-07"
"1";"314";"Laboratorio de Ensayos de Patología Acuícola (Lab-EPA)";"MINISTERIO DE LA PRODUCCIÓN COMERCIO EXTERIOR INVERSIONES Y PESCA SUBSECRETARIA DE CALIDAD E INOCUIDAD- EPA";"SAE LEN 07-008";"Ecuador";"Guayaquil";"Letamendi 102 y la Ría";NULL;"123npin@produccion.gob.ec";"+593 4-240-1776";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2022-08-17"
"1";"247";"LABORATORIO DE EVALUACIÓN DE MATERIALES - LEMAT";"LABORATORIO DE EVALUACIÓN DE MATERIALES - LEMAT EMPRESA PÚBLICA DE SERVICIOS ESPOL - TECH E.P.";"SAE LEN 11-006";"Ecuador";"Guayaquil";"km 30.5 Vía Perimetral, ESPOL, Campus Gustavo Galindo Velasco, Facultad de Ingeniería en Mecánica y Ciencias de la Producción";NULL;"123lemat@espol.edu.ec";"+593 4-226-9375";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2011-09-19"
"1";"869";"LABORATORIO DE INVESTIGACIÓN MECÁNICA LIM - UTA";"UNIVERSIDAD TECNICA DE AMBATO U.T.A.";"SAE LEN 24-003";"Ecuador";"Ambato";"TUNGURAHUA / AMBATO / CELIANO MONGE / AV. LOS CHASQUIS S/N";NULL;"123lim@uta.edu.ec";"+593 99 883 9629";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2024-02-21"
"1";"373";"Laboratorio de la Coordinación General de Control de Calidad de EP Petroecuador Refinería La Libertad";"Empresa Publica de Hidrocarburos EpPetroecuador";"SAE LEN 11-008";"Ecuador";"La Libertad";"Alpallana y Av. 6 de diciembre";NULL;"123fausto.carvajal@eppetroecuador.ec";"+593 4-380-3000";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2011-09-26"
"1";"270";"LABORATORIO DE LA UNIDAD DE CONTROL DE CALIDAD, AGUAS, PETRÓLEO Y MEDIO AMBIENTE-UCC.";"UNIVERSIDAD DE GUAYAQUIL";"SAE LEN 08-003";"Ecuador";"Guayaquil";"AV. KENNEDY S/N Y AV. DELTA";NULL;"123elymgp@hotmail.com";"+593 4-229-2949";"RETIRADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2008-03-17"
"1";"359";"Laboratorio de Llantas de la Escuela Politécnica Nacional";"Escuela Politécnica Nacional-Laboratorio de Llantas";"SAE LEN 20-005";"Ecuador";"Quito";"Av. Maldonado y Balzar";NULL;"123laboratoriollantas.sb@epn.edu.ec";"+593 2-267-0823";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2023-03-16"
"1";"326";"Laboratorio de Luminotecnia IIGE";"Instituto de Investigación Geológico y Energético";"SAE LEN 18-021";"Ecuador";"Quito";"AVENIDA DE LA REPÚBLICA E 7-263 DIEGO DE ALMAGRO EDIFICIO SKY";NULL;"123laboratorio.luminotecnia@geoenergia.gob.ec";"+593 2-239-31390";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2018-07-26"
"1";"365";"Laboratorio de Seguridad, Salud y Ambiente LABSSA";"Empresa Pública de Hidrocarburos del Ecuador EP Petroecuador";"SAE LEN 11-004";"Ecuador";"Lago Agrí­o";"Provincia: Pichincha, Cantón: Quito, Parroquia: Benalcazar, Barrio La Paz, Calle Alpallana N° E8-86 intersección Av. 6 de Diciembre.";NULL;"123Carmen.Mancheno@eppetroecuador.ec";"+593 3942000";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2022-08-19"
"1";"243";"Laboratorio de Servicio de Análisis e Investigación en Alimentos LSAIA-INIAP";"INIAP ESTACION EXPERIMENTAL SANTA CATALINA";"SAE LEN 10-003";"Ecuador";"Mejí­a";"Panamericana Sur km1";NULL;"123lsaia.iniap@iniap.gob.ec";"+593 2-300-7134";"ACREDITADO";"ENSAYOS";"Norma NTE INEN-ISO/IEC 17025:2018";"NACIONAL";"2010-02-04"
